symbol,n,value
B4,44,1.3244263054487806
B4,45,1.3206978798225766
B4,46,1.3170950983745788
B4,47,1.3136110600282156
B4,48,1.3102393829145267
B4,49,1.3069741552095215
B4,50,1.303809891543379
B4,51,1.3007414942503683
B4,52,1.2977642188368486
B4,53,1.2948736431349963
B4,54,1.2920656396867654
B4,55,1.289336350965075
B4,56,1.286682167094961
B4,57,1.2840997057809769
B4,58,1.28158579418825
B4,59,1.2791374525555899
B4,60,1.276751879348686
B4,61,1.2744264377852679
B4,62,1.2721586435846093
B4,63,1.2699461538125711
B4,64,1.267786756707307
B4,65,1.2656783623865437
B4,66,1.263618994346674
B4,67,1.261606781675405
B4,68,1.2596399519085013
B4,69,1.2577168244681214
B4,70,1.2558358046280396
B4,71,1.2539953779563113
B4,72,1.2521941051911465
B4,73,1.2504306175111672
B4,74,1.2487036121640458
B4,75,1.2470118484225072
B4,76,1.2453541438384965
B4,77,1.2437293707702999
B4,78,1.2421364531593546
B4,79,1.2405743635356725
B4,80,1.239042120232912
B4,81,1.237538784796355
B4,82,1.2360634595677067
B4,83,1.2346152854328296
B4,84,1.233193439719921
B4,85,1.231797134235685
B4,86,1.230425613429578
B4,87,1.2290781526760188
B4,88,1.2277540566658045
B4,89,1.2264526578987582
B4,90,1.2251733152697215
B4,91,1.2239154127418252
B4,92,1.2226783581000011
B4,93,1.2214615817797374
B4,94,1.220264535765133
B4,95,1.219086692552173
B4,96,1.2179275441718163
B4,97,1.2167866012698894
B4,98,1.2156633922388564
B4,99,1.2145574623992248
B4,100,1.2134683732258276
B4,101,1.2123957016177036
B4,102,1.2113390392072545
B4,103,1.2102979917073247
B4,104,1.2092721782929468
B4,105,1.2082612310161713
B4,106,1.207264794251704
B4,107,1.2062825241709936
B4,108,1.205314088244398
B4,109,1.2043591647676752
B4,110,1.2034174424134054
B4,111,1.2024886198045919
B4,112,1.201572405109175
B4,113,1.2006685156552104
B4,114,1.1997766775642875
B4,115,1.1988966254028905
B4,116,1.19802810185081
B4,117,1.1971708573845812
B4,118,1.1963246499768236
B4,119,1.1954892448090377
B4,120,1.1946644139976752
B4,121,1.1938499363332427
B4,122,1.1930455970308862
B4,123,1.1922511874928385
B4,124,1.191466505080623
B4,125,1.190691352898353
B4,126,1.1899255395848707
B4,127,1.189168879115729
B4,128,1.1884211906128368
B4,129,1.1876822981632857
B4,130,1.186952030645073
B4,131,1.1862302215611882
B4,132,1.1855167088794318
B4,133,1.1848113348803577
B4,134,1.1841139460102004
B4,135,1.183424392740924
B4,136,1.1827425294351748
B4,137,1.1820682142174843
B4,138,1.1814013088498387
B4,139,1.180741678612911
B4,140,1.18008919219164
B4,141,1.1794437215655138
B4,142,1.1788051419028802
B4,143,1.1781733314597684
B4,144,1.17754817148225
B4,145,1.1769295461126044
B4,146,1.1763173422992113
B4,147,1.175711449710074
B4,148,1.175111760648622
B4,149,1.1745181699738865
B4,150,1.17393057502295
B4,151,1.1733488755359631
B4,152,1.1727729735848513
B4,153,1.1722027735038614
B4,154,1.1716381818225063
B4,155,1.1710791072017326
B4,156,1.1705254603713324
B4,157,1.1699771540705026
B4,158,1.1694341029898567
B4,159,1.168896223715552
B4,160,1.1683634346757596
B4,161,1.1678356560886365
B4,162,1.1673128099117958
B4,163,1.1667948197944598
B4,164,1.166281611029872
B4,165,1.1657731105109153
B4,166,1.1652692466853698
B4,167,1.1647699495146302
B4,168,1.1642751504321
B4,169,1.1637847823037433
B4,170,1.1632987793901646
B4,171,1.1628170773093778
B4,172,1.1623396130007349
B4,173,1.1618663246908707
B4,174,1.161397151859362
B4,175,1.160932035206929
B4,176,1.1604709166235576
B4,177,1.1600137391578402
B4,178,1.1595604469881664
B4,179,1.1591109853931079
B4,180,1.158665300724396
B4,181,1.1582233403799818
B4,182,1.157785052777414
B4,183,1.1573503873291715
B4,184,1.1569192944177145
B4,185,1.1564917253719829
B4,186,1.1560676324441677
B4,187,1.155646968787273
B4,188,1.1552296884334774
B4,189,1.1548157462730457
B4,190,1.1544050980337421
B4,191,1.1539977002610462
B4,192,1.1535935102987407
B4,193,1.1531924862702625
B4,194,1.1527945870604708
B4,195,1.152399772297679
B4,196,1.152008002336865
B4,197,1.151619238242779
B4,198,1.1512334417733343
B4,199,1.1508505753646618
B4,200,1.150470602114675
B5,2,0.0
B5,3,0.0
B5,4,0.0
B5,5,0.0
B5,6,0.028891591629631952
B5,7,0.11290334615800002
B5,8,0.1786170989541237
B5,9,0.23179398344210966
B5,10,0.2759488405931495
B5,11,0.3133606186829666
B5,12,0.34557879644859535
B5,13,0.37369778684681876
B5,14,0.39851511871238654
B5,15,0.42062733735807656
B5,16,0.44049063353715223
B5,17,0.4584605536068038
B5,18,0.4748188080240764
B5,19,0.48979185058173186
B5,20,0.5035640530201342
B5,21,0.5162872379691716
B5,22,0.5280877018584471
B5,23,0.5390714724928125
B5,24,0.5493283023662932
B5,25,0.5589347416600519
B5,26,0.5679565313122912
B5,27,0.5764504869430203
B5,28,0.5844659967925939
B5,29,0.5920462237121287
